service_number,unit_id,domain,observed_on,value_normalised,raw_kind
SYNTH-CRPF-01-102589,CRPF-01,self_report,2026-09-04,0.426,instrument_score_normalised
SYNTH-CRPF-01-188067,CRPF-01,leave,2026-09-04,0.6672,leave_denied_rate
SYNTH-CRPF-01-188067,CRPF-01,deployment,2026-09-04,0.2363,days_deployed_away_from_station
SYNTH-CRPF-01-188067,CRPF-01,duty_roster,2026-09-04,0.6045,consecutive_duty_days
SYNTH-CRPF-01-188067,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-188067,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-188067,CRPF-01,workload,2026-09-04,0.8269,duty_hours_over_establishment
SYNTH-CRPF-01-188067,CRPF-01,self_report,2026-09-04,0.3333,instrument_score_normalised
SYNTH-CRPF-01-123713,CRPF-01,leave,2026-09-04,0.6922,leave_denied_rate
SYNTH-CRPF-01-123713,CRPF-01,deployment,2026-09-04,0.2404,days_deployed_away_from_station
SYNTH-CRPF-01-123713,CRPF-01,duty_roster,2026-09-04,0.566,consecutive_duty_days
SYNTH-CRPF-01-123713,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-123713,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-123713,CRPF-01,workload,2026-09-04,0.5062,duty_hours_over_establishment
SYNTH-CRPF-01-123713,CRPF-01,self_report,2026-09-04,0.4163,instrument_score_normalised
SYNTH-CRPF-01-270345,CRPF-01,leave,2026-09-04,0.7034,leave_denied_rate
SYNTH-CRPF-01-270345,CRPF-01,deployment,2026-09-04,0.1562,days_deployed_away_from_station
SYNTH-CRPF-01-270345,CRPF-01,duty_roster,2026-09-04,0.4221,consecutive_duty_days
SYNTH-CRPF-01-270345,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-270345,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-270345,CRPF-01,workload,2026-09-04,0.6355,duty_hours_over_establishment
SYNTH-CRPF-01-736632,CRPF-01,leave,2026-09-04,0.6635,leave_denied_rate
SYNTH-CRPF-01-736632,CRPF-01,deployment,2026-09-04,0.2445,days_deployed_away_from_station
SYNTH-CRPF-01-736632,CRPF-01,duty_roster,2026-09-04,0.7275,consecutive_duty_days
SYNTH-CRPF-01-736632,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-736632,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-736632,CRPF-01,workload,2026-09-04,0.6837,duty_hours_over_establishment
SYNTH-CRPF-01-767254,CRPF-01,leave,2026-09-04,0.6469,leave_denied_rate
SYNTH-CRPF-01-767254,CRPF-01,deployment,2026-09-04,0.2756,days_deployed_away_from_station
SYNTH-CRPF-01-767254,CRPF-01,duty_roster,2026-09-04,0.5476,consecutive_duty_days
SYNTH-CRPF-01-767254,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-767254,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-767254,CRPF-01,workload,2026-09-04,0.7344,duty_hours_over_establishment
SYNTH-CRPF-01-767254,CRPF-01,self_report,2026-09-04,0.0345,instrument_score_normalised
SYNTH-CRPF-01-767254,CRPF-01,biometric,2026-09-04,0.4141,resting_heart_rate_trend
SYNTH-CRPF-01-147693,CRPF-01,leave,2026-09-04,0.4336,leave_denied_rate
SYNTH-CRPF-01-147693,CRPF-01,deployment,2026-09-04,0.2253,days_deployed_away_from_station
SYNTH-CRPF-01-147693,CRPF-01,duty_roster,2026-09-04,0.5097,consecutive_duty_days
SYNTH-CRPF-01-147693,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-147693,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-147693,CRPF-01,workload,2026-09-04,0.7112,duty_hours_over_establishment
SYNTH-CRPF-01-621214,CRPF-01,leave,2026-09-04,0.659,leave_denied_rate
SYNTH-CRPF-01-621214,CRPF-01,deployment,2026-09-04,0.1886,days_deployed_away_from_station
SYNTH-CRPF-01-621214,CRPF-01,duty_roster,2026-09-04,0.4837,consecutive_duty_days
SYNTH-CRPF-01-621214,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-621214,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-621214,CRPF-01,workload,2026-09-04,0.6734,duty_hours_over_establishment
SYNTH-CRPF-01-621214,CRPF-01,biometric,2026-09-04,0.4168,resting_heart_rate_trend
SYNTH-CRPF-01-567283,CRPF-01,leave,2026-09-04,0.8511,leave_denied_rate
SYNTH-CRPF-01-567283,CRPF-01,deployment,2026-09-04,0.3247,days_deployed_away_from_station
SYNTH-CRPF-01-567283,CRPF-01,duty_roster,2026-09-04,0.767,consecutive_duty_days
SYNTH-CRPF-01-567283,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-567283,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-567283,CRPF-01,workload,2026-09-04,0.7644,duty_hours_over_establishment
SYNTH-CRPF-01-831045,CRPF-01,leave,2026-09-04,0.5936,leave_denied_rate
SYNTH-CRPF-01-831045,CRPF-01,deployment,2026-09-04,0.2737,days_deployed_away_from_station
SYNTH-CRPF-01-831045,CRPF-01,duty_roster,2026-09-04,0.7707,consecutive_duty_days
SYNTH-CRPF-01-831045,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-831045,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-831045,CRPF-01,workload,2026-09-04,0.6756,duty_hours_over_establishment
SYNTH-CRPF-01-831045,CRPF-01,self_report,2026-09-04,0.3657,instrument_score_normalised
SYNTH-CRPF-01-831045,CRPF-01,biometric,2026-09-04,0.5386,resting_heart_rate_trend
SYNTH-CRPF-01-472623,CRPF-01,leave,2026-09-04,0.6577,leave_denied_rate
SYNTH-CRPF-01-472623,CRPF-01,deployment,2026-09-04,0.235,days_deployed_away_from_station
SYNTH-CRPF-01-472623,CRPF-01,duty_roster,2026-09-04,0.5452,consecutive_duty_days
SYNTH-CRPF-01-472623,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-472623,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-472623,CRPF-01,workload,2026-09-04,0.7206,duty_hours_over_establishment
SYNTH-CRPF-01-126603,CRPF-01,leave,2026-09-04,0.8745,leave_denied_rate
SYNTH-CRPF-01-126603,CRPF-01,deployment,2026-09-04,0.2527,days_deployed_away_from_station
SYNTH-CRPF-01-126603,CRPF-01,duty_roster,2026-09-04,0.8541,consecutive_duty_days
SYNTH-CRPF-01-126603,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-126603,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-126603,CRPF-01,workload,2026-09-04,0.7043,duty_hours_over_establishment
SYNTH-CRPF-01-126603,CRPF-01,self_report,2026-09-04,0.7159,instrument_score_normalised
SYNTH-CRPF-01-647178,CRPF-01,leave,2026-09-04,0.6092,leave_denied_rate
SYNTH-CRPF-01-647178,CRPF-01,deployment,2026-09-04,0.1682,days_deployed_away_from_station
SYNTH-CRPF-01-647178,CRPF-01,duty_roster,2026-09-04,0.7387,consecutive_duty_days
SYNTH-CRPF-01-647178,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-647178,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-647178,CRPF-01,workload,2026-09-04,0.5182,duty_hours_over_establishment
SYNTH-CRPF-01-647178,CRPF-01,self_report,2026-09-04,0.4802,instrument_score_normalised
SYNTH-CRPF-01-515490,CRPF-01,leave,2026-09-04,0.5275,leave_denied_rate
SYNTH-CRPF-01-515490,CRPF-01,deployment,2026-09-04,0.2061,days_deployed_away_from_station
SYNTH-CRPF-01-515490,CRPF-01,duty_roster,2026-09-04,0.8025,consecutive_duty_days
SYNTH-CRPF-01-515490,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-515490,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-515490,CRPF-01,workload,2026-09-04,0.6401,duty_hours_over_establishment
SYNTH-CRPF-01-582304,CRPF-01,leave,2026-09-04,0.973,leave_denied_rate
SYNTH-CRPF-01-582304,CRPF-01,deployment,2026-09-04,0.3155,days_deployed_away_from_station
SYNTH-CRPF-01-582304,CRPF-01,duty_roster,2026-09-04,0.6817,consecutive_duty_days
SYNTH-CRPF-01-582304,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-582304,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-582304,CRPF-01,workload,2026-09-04,0.6141,duty_hours_over_establishment
SYNTH-CRPF-01-205605,CRPF-01,leave,2026-09-04,0.2793,leave_denied_rate
SYNTH-CRPF-01-205605,CRPF-01,deployment,2026-09-04,0.0675,days_deployed_away_from_station
SYNTH-CRPF-01-205605,CRPF-01,duty_roster,2026-09-04,0.4979,consecutive_duty_days
SYNTH-CRPF-01-205605,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-205605,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-205605,CRPF-01,workload,2026-09-04,0.5619,duty_hours_over_establishment
SYNTH-CRPF-01-205605,CRPF-01,self_report,2026-09-04,0.2236,instrument_score_normalised
SYNTH-CRPF-01-206423,CRPF-01,leave,2026-09-04,0.7172,leave_denied_rate
SYNTH-CRPF-01-206423,CRPF-01,deployment,2026-09-04,0.279,days_deployed_away_from_station
SYNTH-CRPF-01-206423,CRPF-01,duty_roster,2026-09-04,0.6436,consecutive_duty_days
SYNTH-CRPF-01-206423,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-206423,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-206423,CRPF-01,workload,2026-09-04,0.6866,duty_hours_over_establishment
SYNTH-CRPF-01-206423,CRPF-01,self_report,2026-09-04,0.3655,instrument_score_normalised
SYNTH-CRPF-01-206423,CRPF-01,biometric,2026-09-04,0.4507,resting_heart_rate_trend
SYNTH-CRPF-01-925617,CRPF-01,leave,2026-09-04,0.6576,leave_denied_rate
SYNTH-CRPF-01-925617,CRPF-01,deployment,2026-09-04,0.2376,days_deployed_away_from_station
SYNTH-CRPF-01-925617,CRPF-01,duty_roster,2026-09-04,0.6712,consecutive_duty_days
SYNTH-CRPF-01-925617,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-925617,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-925617,CRPF-01,workload,2026-09-04,0.5526,duty_hours_over_establishment
SYNTH-CRPF-01-925617,CRPF-01,self_report,2026-09-04,0.4224,instrument_score_normalised
SYNTH-CRPF-01-925617,CRPF-01,biometric,2026-09-04,0.2097,resting_heart_rate_trend
SYNTH-CRPF-01-563937,CRPF-01,leave,2026-09-04,0.5709,leave_denied_rate
SYNTH-CRPF-01-563937,CRPF-01,deployment,2026-09-04,0.1282,days_deployed_away_from_station
SYNTH-CRPF-01-563937,CRPF-01,duty_roster,2026-09-04,0.3594,consecutive_duty_days
SYNTH-CRPF-01-563937,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-563937,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-563937,CRPF-01,workload,2026-09-04,0.355,duty_hours_over_establishment
SYNTH-CRPF-01-563937,CRPF-01,self_report,2026-09-04,0.3054,instrument_score_normalised
SYNTH-CRPF-01-738803,CRPF-01,leave,2026-09-04,0.5285,leave_denied_rate
SYNTH-CRPF-01-738803,CRPF-01,deployment,2026-09-04,0.3091,days_deployed_away_from_station
SYNTH-CRPF-01-738803,CRPF-01,duty_roster,2026-09-04,0.5558,consecutive_duty_days
SYNTH-CRPF-01-738803,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-738803,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-738803,CRPF-01,workload,2026-09-04,0.6473,duty_hours_over_establishment
SYNTH-CRPF-01-432300,CRPF-01,leave,2026-09-04,0.7807,leave_denied_rate
SYNTH-CRPF-01-432300,CRPF-01,deployment,2026-09-04,0.3047,days_deployed_away_from_station
SYNTH-CRPF-01-432300,CRPF-01,duty_roster,2026-09-04,0.5753,consecutive_duty_days
SYNTH-CRPF-01-432300,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-432300,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-432300,CRPF-01,workload,2026-09-04,0.8014,duty_hours_over_establishment
SYNTH-CRPF-01-432300,CRPF-01,self_report,2026-09-04,0.5213,instrument_score_normalised
SYNTH-CRPF-01-771702,CRPF-01,leave,2026-09-04,0.6344,leave_denied_rate
SYNTH-CRPF-01-771702,CRPF-01,deployment,2026-09-04,0.1793,days_deployed_away_from_station
SYNTH-CRPF-01-771702,CRPF-01,duty_roster,2026-09-04,0.6232,consecutive_duty_days
SYNTH-CRPF-01-771702,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-771702,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-771702,CRPF-01,workload,2026-09-04,0.6653,duty_hours_over_establishment
SYNTH-CRPF-01-673781,CRPF-01,leave,2026-09-04,0.5985,leave_denied_rate
SYNTH-CRPF-01-673781,CRPF-01,deployment,2026-09-04,0.1398,days_deployed_away_from_station
SYNTH-CRPF-01-673781,CRPF-01,duty_roster,2026-09-04,0.4592,consecutive_duty_days
SYNTH-CRPF-01-673781,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-673781,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-673781,CRPF-01,workload,2026-09-04,0.4979,duty_hours_over_establishment
SYNTH-CRPF-01-673781,CRPF-01,biometric,2026-09-04,0.4297,resting_heart_rate_trend
SYNTH-CRPF-01-937377,CRPF-01,leave,2026-09-04,0.7991,leave_denied_rate
SYNTH-CRPF-01-937377,CRPF-01,deployment,2026-09-04,0.2382,days_deployed_away_from_station
SYNTH-CRPF-01-937377,CRPF-01,duty_roster,2026-09-04,0.6578,consecutive_duty_days
SYNTH-CRPF-01-937377,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-937377,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-937377,CRPF-01,workload,2026-09-04,0.6152,duty_hours_over_establishment
SYNTH-CRPF-01-879734,CRPF-01,leave,2026-09-04,0.8043,leave_denied_rate
SYNTH-CRPF-01-879734,CRPF-01,deployment,2026-09-04,0.3098,days_deployed_away_from_station
SYNTH-CRPF-01-879734,CRPF-01,duty_roster,2026-09-04,0.544,consecutive_duty_days
SYNTH-CRPF-01-879734,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-879734,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-879734,CRPF-01,workload,2026-09-04,0.7422,duty_hours_over_establishment
SYNTH-CRPF-01-817677,CRPF-01,leave,2026-09-04,0.7566,leave_denied_rate
SYNTH-CRPF-01-817677,CRPF-01,deployment,2026-09-04,0.2616,days_deployed_away_from_station
SYNTH-CRPF-01-817677,CRPF-01,duty_roster,2026-09-04,0.5558,consecutive_duty_days
SYNTH-CRPF-01-817677,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-817677,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-817677,CRPF-01,workload,2026-09-04,0.6746,duty_hours_over_establishment
SYNTH-CRPF-01-817677,CRPF-01,self_report,2026-09-04,0.3711,instrument_score_normalised
SYNTH-CRPF-01-616611,CRPF-01,leave,2026-09-04,0.5683,leave_denied_rate
SYNTH-CRPF-01-616611,CRPF-01,deployment,2026-09-04,0.0639,days_deployed_away_from_station
SYNTH-CRPF-01-616611,CRPF-01,duty_roster,2026-09-04,0.6101,consecutive_duty_days
SYNTH-CRPF-01-616611,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-616611,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-616611,CRPF-01,workload,2026-09-04,0.3149,duty_hours_over_establishment
SYNTH-CRPF-01-616611,CRPF-01,self_report,2026-09-04,0.3046,instrument_score_normalised
SYNTH-CRPF-01-991356,CRPF-01,leave,2026-09-04,0.3798,leave_denied_rate
SYNTH-CRPF-01-991356,CRPF-01,deployment,2026-09-04,0.1495,days_deployed_away_from_station
SYNTH-CRPF-01-991356,CRPF-01,duty_roster,2026-09-04,0.3603,consecutive_duty_days
SYNTH-CRPF-01-991356,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-991356,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-991356,CRPF-01,workload,2026-09-04,0.5918,duty_hours_over_establishment
SYNTH-CRPF-01-991356,CRPF-01,self_report,2026-09-04,0.1448,instrument_score_normalised
SYNTH-CRPF-01-991356,CRPF-01,biometric,2026-09-04,0.2448,resting_heart_rate_trend
SYNTH-CRPF-01-910652,CRPF-01,leave,2026-09-04,0.5299,leave_denied_rate
SYNTH-CRPF-01-910652,CRPF-01,deployment,2026-09-04,0.0408,days_deployed_away_from_station
SYNTH-CRPF-01-910652,CRPF-01,duty_roster,2026-09-04,0.3297,consecutive_duty_days
SYNTH-CRPF-01-910652,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-910652,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-910652,CRPF-01,workload,2026-09-04,0.4859,duty_hours_over_establishment
SYNTH-CRPF-01-910652,CRPF-01,self_report,2026-09-04,0.3369,instrument_score_normalised
SYNTH-CRPF-01-303119,CRPF-01,leave,2026-09-04,0.6602,leave_denied_rate
SYNTH-CRPF-01-303119,CRPF-01,deployment,2026-09-04,0.2877,days_deployed_away_from_station
SYNTH-CRPF-01-303119,CRPF-01,duty_roster,2026-09-04,0.8243,consecutive_duty_days
SYNTH-CRPF-01-303119,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-303119,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-303119,CRPF-01,workload,2026-09-04,0.7723,duty_hours_over_establishment
SYNTH-CRPF-01-248032,CRPF-01,leave,2026-09-04,0.5916,leave_denied_rate
SYNTH-CRPF-01-248032,CRPF-01,deployment,2026-09-04,0.3158,days_deployed_away_from_station
SYNTH-CRPF-01-248032,CRPF-01,duty_roster,2026-09-04,0.6473,consecutive_duty_days
SYNTH-CRPF-01-248032,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-248032,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-248032,CRPF-01,workload,2026-09-04,0.729,duty_hours_over_establishment
SYNTH-CRPF-01-248032,CRPF-01,self_report,2026-09-04,0.047,instrument_score_normalised
SYNTH-CRPF-01-506241,CRPF-01,leave,2026-09-04,0.5936,leave_denied_rate
SYNTH-CRPF-01-506241,CRPF-01,deployment,2026-09-04,0.2086,days_deployed_away_from_station
SYNTH-CRPF-01-506241,CRPF-01,duty_roster,2026-09-04,0.534,consecutive_duty_days
SYNTH-CRPF-01-506241,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-506241,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-506241,CRPF-01,workload,2026-09-04,0.552,duty_hours_over_establishment
SYNTH-CRPF-01-709263,CRPF-01,leave,2026-09-04,0.4195,leave_denied_rate
SYNTH-CRPF-01-709263,CRPF-01,deployment,2026-09-04,0.1611,days_deployed_away_from_station
SYNTH-CRPF-01-709263,CRPF-01,duty_roster,2026-09-04,0.371,consecutive_duty_days
SYNTH-CRPF-01-709263,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-709263,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-709263,CRPF-01,workload,2026-09-04,0.6297,duty_hours_over_establishment
SYNTH-CRPF-01-491622,CRPF-01,leave,2026-09-04,0.5874,leave_denied_rate
SYNTH-CRPF-01-491622,CRPF-01,deployment,2026-09-04,0.3025,days_deployed_away_from_station
SYNTH-CRPF-01-491622,CRPF-01,duty_roster,2026-09-04,0.6873,consecutive_duty_days
SYNTH-CRPF-01-491622,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-491622,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-491622,CRPF-01,workload,2026-09-04,0.7353,duty_hours_over_establishment
SYNTH-CRPF-01-624777,CRPF-01,leave,2026-09-04,0.5752,leave_denied_rate
SYNTH-CRPF-01-624777,CRPF-01,deployment,2026-09-04,0.2851,days_deployed_away_from_station
SYNTH-CRPF-01-624777,CRPF-01,duty_roster,2026-09-04,0.7619,consecutive_duty_days
SYNTH-CRPF-01-624777,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-624777,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-624777,CRPF-01,workload,2026-09-04,0.5175,duty_hours_over_establishment
SYNTH-CRPF-01-624777,CRPF-01,self_report,2026-09-04,0.2728,instrument_score_normalised
SYNTH-CRPF-01-624777,CRPF-01,biometric,2026-09-04,0.502,resting_heart_rate_trend
SYNTH-CRPF-01-394415,CRPF-01,leave,2026-09-04,0.6967,leave_denied_rate
SYNTH-CRPF-01-394415,CRPF-01,deployment,2026-09-04,0.2312,days_deployed_away_from_station
SYNTH-CRPF-01-394415,CRPF-01,duty_roster,2026-09-04,0.7957,consecutive_duty_days
SYNTH-CRPF-01-394415,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-394415,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-394415,CRPF-01,workload,2026-09-04,0.5276,duty_hours_over_establishment
SYNTH-CRPF-01-394415,CRPF-01,self_report,2026-09-04,0.4449,instrument_score_normalised
SYNTH-CRPF-01-695998,CRPF-01,leave,2026-09-04,0.6025,leave_denied_rate
SYNTH-CRPF-01-695998,CRPF-01,deployment,2026-09-04,0.2552,days_deployed_away_from_station
SYNTH-CRPF-01-695998,CRPF-01,duty_roster,2026-09-04,0.5502,consecutive_duty_days
SYNTH-CRPF-01-695998,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-695998,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-695998,CRPF-01,workload,2026-09-04,0.7412,duty_hours_over_establishment
SYNTH-CRPF-01-695998,CRPF-01,self_report,2026-09-04,0.4178,instrument_score_normalised
SYNTH-CRPF-01-695998,CRPF-01,biometric,2026-09-04,0.2021,resting_heart_rate_trend
SYNTH-CRPF-01-159950,CRPF-01,leave,2026-09-04,0.2953,leave_denied_rate
SYNTH-CRPF-01-159950,CRPF-01,deployment,2026-09-04,0.0526,days_deployed_away_from_station
SYNTH-CRPF-01-159950,CRPF-01,duty_roster,2026-09-04,0.562,consecutive_duty_days
SYNTH-CRPF-01-159950,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-159950,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-159950,CRPF-01,workload,2026-09-04,0.5287,duty_hours_over_establishment
SYNTH-CRPF-01-159950,CRPF-01,self_report,2026-09-04,0.3899,instrument_score_normalised
SYNTH-CRPF-01-622107,CRPF-01,leave,2026-09-04,0.5143,leave_denied_rate
SYNTH-CRPF-01-622107,CRPF-01,deployment,2026-09-04,0.1083,days_deployed_away_from_station
SYNTH-CRPF-01-622107,CRPF-01,duty_roster,2026-09-04,0.5093,consecutive_duty_days
SYNTH-CRPF-01-622107,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-622107,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-622107,CRPF-01,workload,2026-09-04,0.2809,duty_hours_over_establishment
SYNTH-CRPF-01-622107,CRPF-01,self_report,2026-09-04,0.3136,instrument_score_normalised
SYNTH-CRPF-01-622107,CRPF-01,biometric,2026-09-04,0.4094,resting_heart_rate_trend
SYNTH-CRPF-01-199856,CRPF-01,leave,2026-09-04,0.4923,leave_denied_rate
SYNTH-CRPF-01-199856,CRPF-01,deployment,2026-09-04,0.2997,days_deployed_away_from_station
SYNTH-CRPF-01-199856,CRPF-01,duty_roster,2026-09-04,0.5558,consecutive_duty_days
SYNTH-CRPF-01-199856,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-199856,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-199856,CRPF-01,workload,2026-09-04,0.7538,duty_hours_over_establishment
SYNTH-CRPF-01-151155,CRPF-01,leave,2026-09-04,0.5114,leave_denied_rate
SYNTH-CRPF-01-151155,CRPF-01,deployment,2026-09-04,0.3286,days_deployed_away_from_station
SYNTH-CRPF-01-151155,CRPF-01,duty_roster,2026-09-04,0.7694,consecutive_duty_days
SYNTH-CRPF-01-151155,CRPF-01,transfer,2026-09-04,0.75,postings_in_trailing_year
SYNTH-CRPF-01-151155,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-151155,CRPF-01,workload,2026-09-04,0.6241,duty_hours_over_establishment
SYNTH-CRPF-01-962635,CRPF-01,leave,2026-09-04,0.6888,leave_denied_rate
SYNTH-CRPF-01-962635,CRPF-01,deployment,2026-09-04,0.2632,days_deployed_away_from_station
SYNTH-CRPF-01-962635,CRPF-01,duty_roster,2026-09-04,0.5118,consecutive_duty_days
SYNTH-CRPF-01-962635,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-962635,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-962635,CRPF-01,workload,2026-09-04,0.6261,duty_hours_over_establishment
SYNTH-CRPF-01-962635,CRPF-01,self_report,2026-09-04,0.4062,instrument_score_normalised
SYNTH-CRPF-01-132189,CRPF-01,leave,2026-09-04,0.6932,leave_denied_rate
SYNTH-CRPF-01-132189,CRPF-01,deployment,2026-09-04,0.2859,days_deployed_away_from_station
SYNTH-CRPF-01-132189,CRPF-01,duty_roster,2026-09-04,0.6802,consecutive_duty_days
SYNTH-CRPF-01-132189,CRPF-01,transfer,2026-09-04,0.25,postings_in_trailing_year
SYNTH-CRPF-01-132189,CRPF-01,training,2026-09-04,0.0,course_days_assigned
SYNTH-CRPF-01-132189,CRPF-01,workload,2026-09-04,0.6238,duty_hours_over_establishment
SYNTH-CRPF-01-132189,CRPF-01,self_report,2026-09-04,0.4336,instrument_score_normalised
