leave_mean_7d,leave_mean_30d,leave_mean_90d,leave_mean_180d,deployment_mean_7d,deployment_mean_30d,deployment_mean_90d,deployment_mean_180d,duty_roster_mean_7d,duty_roster_mean_30d,duty_roster_mean_90d,duty_roster_mean_180d,transfer_mean_7d,transfer_mean_30d,transfer_mean_90d,transfer_mean_180d,training_mean_7d,training_mean_30d,training_mean_90d,training_mean_180d,workload_mean_7d,workload_mean_30d,workload_mean_90d,workload_mean_180d,self_report_mean_7d,self_report_mean_30d,self_report_mean_90d,self_report_mean_180d,biometric_mean_7d,biometric_mean_30d,biometric_mean_90d,biometric_mean_180d,voice_mean_7d,voice_mean_30d,voice_mean_90d,voice_mean_180d,leave_slope,deployment_slope,duty_roster_slope,transfer_slope,training_slope,workload_slope,self_report_slope,biometric_slope,voice_slope,age_band,deployed,rank,unit_kind,label
0.291057,0.28579,0.331149,0.320675,0.0,0.0,0.344444,0.172222,0.4511,0.359483,0.322072,0.321992,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.05,0.310943,0.387907,0.375194,0.364554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029618,-0.172222,0.129108,0.0,-0.05,-0.053612,0.0,0.0,0.0,under-30,static,Constable,internal security duty,0
0.2376,0.36929,0.443877,0.428591,0.0,0.0,0.0,0.227778,0.3427,0.3942,0.456308,0.465981,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3867,0.442543,0.420523,0.433235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.190991,-0.227778,-0.123281,0.0,0.0,-0.046535,0.0,0.0,0.0,under-30,static,Head Constable,election duty,0
0.2771,0.41641,0.353164,0.358256,0.0,0.0,0.0,0.0,0.330157,0.288463,0.317418,0.317704,0.25,0.25,0.25,0.25,0.0,0.0,0.033333,0.155556,0.290514,0.281003,0.36194,0.348221,0.3865,0.3865,0.34802,0.34166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081156,0.0,0.012453,0.0,-0.155556,-0.057707,0.04484,0.0,0.0,40-plus,static,Inspector,law and order deployment,0
0.631786,0.599463,0.510639,0.437394,0.2487,0.2487,0.513181,0.256591,0.4478,0.61726,0.556317,0.447913,0.25,0.25,0.25,0.25,0.0,0.1,0.188889,0.155556,0.664043,0.657057,0.63092,0.513706,0.4178,0.4178,0.4178,0.378979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194392,-0.007891,-0.000113,0.0,-0.155556,0.150337,0.038821,0.0,0.0,30-39,surged,Assistant Sub-Inspector,internal security duty,0
0.603271,0.593363,0.483461,0.426979,0.2299,0.2299,0.155821,0.183466,0.699371,0.648907,0.553007,0.458624,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.155556,0.580614,0.56275,0.540918,0.446852,0.3863,0.234807,0.210789,0.195812,0.3302,0.297967,0.33451,0.349796,0.0,0.0,0.0,0.0,0.176292,0.046434,0.240747,0.0,-0.155556,0.133762,0.190488,-0.019596,0.0,40-plus,surged,Assistant Commandant,internal security duty,0
0.6652,0.43722,0.418647,0.398848,0.093,0.093,0.396111,0.198056,0.497843,0.40126,0.337029,0.352957,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.412029,0.366297,0.418063,0.373562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266352,-0.105056,0.144886,0.0,0.0,0.038466,0.0,0.0,0.0,30-39,surged,Assistant Sub-Inspector,internal security duty,0
0.365643,0.441727,0.406822,0.406412,0.0,0.0,0.0,0.0,0.359929,0.39122,0.394413,0.400201,0.25,0.25,0.25,0.25,0.857143,0.466667,0.311111,0.155556,0.3663,0.356667,0.376292,0.372961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040769,0.0,-0.040272,0.0,0.701587,-0.006661,0.0,0.0,0.0,40-plus,static,Assistant Commandant,left-wing extremism area,0
0.457514,0.28938,0.302536,0.289969,0.0,0.7,0.322222,0.161111,0.4527,0.358127,0.360767,0.351703,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2833,0.302487,0.283214,0.302678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167545,-0.161111,0.100997,0.0,0.0,-0.019378,0.0,0.0,0.0,40-plus,static,Assistant Commandant,election duty,0
0.427914,0.403177,0.353903,0.360077,0.0,0.0,0.0,0.166667,0.237086,0.403203,0.362837,0.346754,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.2719,0.369093,0.362186,0.366486,0.2792,0.2792,0.326101,0.331854,0.373514,0.336067,0.333841,0.327672,0.0,0.0,0.0,0.0,0.067837,-0.166667,-0.109668,0.0,0.0,-0.094586,-0.052654,0.045842,0.0,under-30,static,Head Constable,election duty,0
0.3053,0.394043,0.35613,0.374449,0.0,0.0,0.0,0.0,0.278414,0.403373,0.392286,0.384477,0.75,0.75,0.75,0.75,0.0,0.466667,0.155556,0.155556,0.2869,0.37039,0.43437,0.434257,0.392729,0.4083,0.431633,0.45576,0.377557,0.302057,0.364508,0.363682,0.0,0.0,0.0,0.0,-0.069149,0.0,-0.106062,0.0,-0.155556,-0.147357,-0.063031,0.013875,0.0,under-30,static,Constable,internal security duty,0
0.265143,0.35387,0.352508,0.358204,0.0,0.0,0.0,0.194444,0.364529,0.38284,0.403799,0.397946,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.467557,0.411223,0.388606,0.409758,0.1747,0.197667,0.412022,0.429158,0.384929,0.356083,0.36368,0.367095,0.0,0.0,0.0,0.0,-0.093062,-0.194444,-0.033417,0.0,0.0,0.057799,-0.254458,0.017834,0.0,40-plus,static,Inspector,election duty,0
0.2928,0.334083,0.39581,0.409671,0.0,0.0,0.0,0.111111,0.363843,0.329283,0.387933,0.412998,0.75,0.75,0.75,0.75,0.0,0.466667,0.155556,0.077778,0.512643,0.52775,0.483609,0.431128,0.1813,0.1813,0.1813,0.298171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.116871,-0.111111,-0.049155,0.0,-0.077778,0.081515,-0.116871,0.0,0.0,40-plus,static,Assistant Commandant,internal security duty,0
0.527,0.582067,0.531539,0.518888,0.0,0.0,0.0,0.238889,0.440643,0.489523,0.505299,0.459948,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5877,0.55946,0.524774,0.492592,0.0,0.0,0.0,0.0,0.455371,0.439277,0.452648,0.438397,0.0,0.0,0.0,0.0,0.008112,-0.238889,-0.019305,0.0,0.0,0.095108,0.0,0.016975,0.0,40-plus,static,Assistant Commandant,election duty,0
0.2038,0.303217,0.300568,0.322676,0.0,0.0,0.0,0.166667,0.4514,0.284277,0.312944,0.310331,0.25,0.25,0.25,0.25,0.0,0.233333,0.311111,0.155556,0.243129,0.248403,0.293117,0.330028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118876,-0.166667,0.141069,0.0,-0.155556,-0.086899,0.0,0.0,0.0,30-39,static,Sub-Inspector,left-wing extremism area,0
0.342529,0.33427,0.366367,0.38704,0.0526,0.0526,0.035651,0.21227,0.458071,0.344427,0.419391,0.403617,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.077778,0.527257,0.543767,0.447042,0.403024,0.3899,0.3899,0.362099,0.360049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044511,-0.15967,0.054454,0.0,-0.077778,0.124233,0.029851,0.0,0.0,30-39,surged,Assistant Sub-Inspector,internal security duty,0
0.695071,0.674287,0.537423,0.443922,0.2602,0.2602,0.176358,0.260401,0.7254,0.59145,0.534057,0.448724,0.75,0.75,0.75,0.75,0.0,0.0,0.155556,0.155556,0.615157,0.655193,0.534682,0.441226,0.1544,0.1544,0.185866,0.201299,0.317814,0.28358,0.307714,0.305514,0.0,0.0,0.0,0.0,0.251149,-0.000201,0.276676,0.0,-0.155556,0.173931,-0.046899,0.0123,0.0,30-39,surged,Head Constable,internal security duty,0
0.7026,0.67675,0.551372,0.46439,0.1795,0.20685,0.435617,0.217808,0.641286,0.537677,0.424837,0.405614,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.427814,0.494527,0.481726,0.397299,0.6429,0.444973,0.396991,0.435067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23821,-0.038308,0.235672,0.0,0.0,0.030515,0.207833,0.0,0.0,under-30,surged,Constable,internal security duty,0
0.246471,0.410307,0.420553,0.391348,0.0,0.0,0.355556,0.177778,0.339486,0.266827,0.326686,0.354759,0.25,0.25,0.25,0.25,0.0,0.0,0.077778,0.077778,0.4405,0.327137,0.329004,0.34436,0.224257,0.29904,0.314213,0.29989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144877,-0.177778,-0.015274,0.0,-0.077778,0.09614,-0.075633,0.0,0.0,30-39,static,Sub-Inspector,left-wing extremism area,0
0.276643,0.361813,0.441764,0.386362,0.0,0.0,0.355556,0.177778,0.262786,0.432617,0.414259,0.380854,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.094444,0.277429,0.310553,0.301166,0.320961,0.0,0.0,0.0,0.0,0.360443,0.312907,0.324784,0.328433,0.0,0.0,0.0,0.0,-0.109719,-0.177778,-0.118069,0.0,-0.094444,-0.043532,0.0,0.03201,0.0,40-plus,static,Assistant Commandant,law and order deployment,0
0.421686,0.386337,0.347214,0.354847,0.428571,0.866667,0.355556,0.177778,0.399814,0.43516,0.346594,0.352059,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.353743,0.42968,0.342406,0.324708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066838,0.250794,0.047755,0.0,0.0,0.029035,0.0,0.0,0.0,under-30,static,Constable,law and order deployment,0
0.437243,0.41276,0.356924,0.344762,0.0,0.0,0.0,0.0,0.231829,0.30696,0.307308,0.317883,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.016667,0.312686,0.36204,0.328461,0.343707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092481,0.0,-0.086054,0.0,-0.016667,-0.031022,0.0,0.0,0.0,under-30,static,Constable,internal security duty,0
0.4561,0.388307,0.362526,0.381396,0.0,0.0,0.0,0.183333,0.465071,0.372033,0.391227,0.359074,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.138889,0.4022,0.37894,0.389196,0.375409,0.3332,0.31305,0.295483,0.333484,0.382414,0.305837,0.34849,0.344904,0.0,0.0,0.0,0.0,0.074704,-0.183333,0.105998,0.0,-0.138889,0.026791,-0.000284,0.03751,0.0,under-30,static,Constable,internal security duty,0
0.344243,0.33615,0.411956,0.395865,0.0,0.0,0.0,0.188889,0.291529,0.336033,0.393972,0.377705,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.4146,0.43345,0.391516,0.371799,0.3434,0.3434,0.3434,0.361542,0.337157,0.33649,0.361577,0.374852,0.0,0.0,0.0,0.0,-0.051622,-0.188889,-0.086176,0.0,-0.077778,0.042801,-0.018142,-0.037695,0.0,40-plus,static,Inspector,law and order deployment,0
0.280329,0.327533,0.288728,0.326256,0.0,0.0,0.0,0.161111,0.338471,0.28915,0.343171,0.361731,0.25,0.25,0.25,0.25,0.0,0.466667,0.155556,0.077778,0.333,0.215867,0.281091,0.288593,0.3881,0.3881,0.2591,0.181834,0.382571,0.280293,0.316702,0.318471,0.0,0.0,0.0,0.0,-0.045928,-0.161111,-0.02326,0.0,-0.077778,0.044407,0.206266,0.064101,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.296657,0.343613,0.387042,0.359608,0.571429,0.9,0.355556,0.177778,0.2617,0.33777,0.356806,0.358362,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3606,0.351097,0.386877,0.377622,0.2536,0.2536,0.2536,0.307825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062951,0.393651,-0.096662,0.0,0.0,-0.017022,-0.054225,0.0,0.0,under-30,static,Head Constable,left-wing extremism area,0
0.206129,0.23486,0.233752,0.279228,0.0,0.0,0.0,0.161111,0.3283,0.35382,0.344771,0.330263,0.25,0.25,0.25,0.25,0.0,0.3,0.311111,0.155556,0.477157,0.319287,0.295597,0.315304,0.0,0.0,0.0,0.0,0.328243,0.29628,0.314517,0.321453,0.0,0.0,0.0,0.0,-0.0731,-0.161111,-0.001963,0.0,-0.155556,0.161853,0.0,0.00679,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.284414,0.371973,0.378378,0.383482,0.0,0.0,0.0,0.172222,0.267029,0.256873,0.293781,0.304157,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.333257,0.307233,0.33883,0.311293,0.0,0.0,0.0,0.0,0.2474,0.280717,0.32756,0.325996,0.0,0.0,0.0,0.0,-0.099067,-0.172222,-0.037129,0.0,0.0,0.021964,0.0,-0.078596,0.0,under-30,static,Constable,election duty,0
0.399529,0.432437,0.403722,0.403763,0.0,0.0,0.0,0.0,0.500629,0.367327,0.40833,0.372641,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.155556,0.436329,0.390033,0.4053,0.393459,0.3278,0.3278,0.299884,0.335153,0.322814,0.343127,0.351759,0.351289,0.0,0.0,0.0,0.0,-0.004234,0.0,0.127988,0.0,-0.155556,0.04287,-0.007353,-0.028475,0.0,30-39,static,Sub-Inspector,law and order deployment,0
0.4888,0.39169,0.399256,0.412098,0.0,0.0,0.0,0.2,0.529871,0.380893,0.410742,0.403077,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.016667,0.4281,0.35803,0.439973,0.409451,0.4705,0.496353,0.441736,0.403343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076702,-0.2,0.126794,0.0,-0.016667,0.018649,0.067157,0.0,0.0,40-plus,static,Assistant Commandant,law and order deployment,0
0.4364,0.43754,0.407414,0.399171,0.0,0.0,0.0,0.0,0.416214,0.362353,0.364772,0.35201,0.25,0.25,0.25,0.25,0.0,0.0,0.011111,0.116667,0.323314,0.354843,0.378891,0.343312,0.247729,0.4004,0.25812,0.23434,0.364143,0.321463,0.327027,0.321448,0.0,0.0,0.0,0.0,0.037229,0.0,0.064204,0.0,-0.116667,-0.019998,0.013389,0.042695,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.342971,0.309513,0.307242,0.342183,0.0,0.0,0.0,0.0,0.274686,0.33844,0.34958,0.333638,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.4281,0.379833,0.357902,0.351737,0.0,0.0,0.0,0.0,0.420729,0.336023,0.345061,0.345403,0.0,0.0,0.0,0.0,0.000788,0.0,-0.058953,0.0,-0.077778,0.076363,0.0,0.075326,0.0,30-39,static,Assistant Sub-Inspector,group centre,0
0.385857,0.475437,0.452223,0.416732,0.0,0.0,0.0,0.222222,0.4922,0.527777,0.499403,0.478602,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.077778,0.3239,0.434277,0.456081,0.438549,0.0,0.0,0.0,0.0,0.441271,0.404333,0.408313,0.413683,0.0,0.0,0.0,0.0,-0.030875,-0.222222,0.013598,0.0,-0.077778,-0.114649,0.0,0.027588,0.0,under-30,static,Constable,law and order deployment,0
0.4228,0.336677,0.335108,0.357866,0.0,0.0,0.0,0.061111,0.4063,0.409723,0.366628,0.3611,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2976,0.297943,0.372872,0.398596,0.2409,0.2409,0.32922,0.367639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064934,-0.061111,0.0452,0.0,0.0,-0.100996,-0.126739,0.0,0.0,under-30,static,Constable,internal security duty,0
0.487171,0.56063,0.496972,0.469017,0.2242,0.2242,0.151958,0.264868,0.6475,0.635513,0.530454,0.466315,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.4694,0.590777,0.522734,0.444609,0.633,0.5648,0.382933,0.332104,0.453571,0.359377,0.376766,0.367721,0.0,0.0,0.0,0.0,0.018155,-0.040668,0.181185,0.0,0.0,0.024791,0.300896,0.085851,0.0,30-39,surged,Head Constable,internal security duty,0
0.1736,0.331917,0.301164,0.314632,0.0,0.0,0.0,0.172222,0.1968,0.231913,0.288141,0.325487,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.255929,0.281297,0.363013,0.377048,0.1759,0.1759,0.231597,0.283125,0.386457,0.3344,0.338148,0.324797,0.0,0.0,0.0,0.0,-0.141032,-0.172222,-0.128687,0.0,0.0,-0.121119,-0.107225,0.06166,0.0,30-39,static,Head Constable,left-wing extremism area,0
0.451129,0.40446,0.409728,0.396554,0.0,0.0,0.3,0.166667,0.411157,0.362273,0.36898,0.365461,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.4429,0.351653,0.361836,0.356658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054574,-0.166667,0.045697,0.0,0.0,0.086242,0.0,0.0,0.0,30-39,static,Sub-Inspector,group centre,0
0.5005,0.46271,0.464608,0.437083,0.0,0.0,0.0,0.0,0.4549,0.43836,0.411102,0.426661,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.422243,0.4296,0.387878,0.377273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063417,0.0,0.028239,0.0,0.0,0.04497,0.0,0.0,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.478829,0.453177,0.378036,0.352408,0.0,0.0,0.0,0.177778,0.3399,0.385343,0.391287,0.347024,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.4604,0.353387,0.359184,0.365927,0.4347,0.4347,0.367442,0.31341,0.374671,0.302703,0.323042,0.342028,0.0,0.0,0.0,0.0,0.126421,-0.177778,-0.007124,0.0,0.0,0.094473,0.12129,0.032643,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.3493,0.379313,0.399306,0.396869,0.0,0.0,0.088889,0.205556,0.372286,0.358063,0.378243,0.386701,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.534229,0.41516,0.423794,0.420177,0.431486,0.3617,0.305356,0.348327,0.354629,0.344933,0.367448,0.384267,0.0,0.0,0.0,0.0,-0.047569,-0.205556,-0.014415,0.0,0.0,0.114051,0.083159,-0.029638,0.0,40-plus,static,Assistant Commandant,group centre,0
0.2303,0.362267,0.388411,0.425675,0.0,0.0,0.0,0.0,0.455171,0.396997,0.380024,0.407218,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.310929,0.42896,0.39839,0.407913,0.0,0.0,0.0,0.0,0.460314,0.39128,0.40079,0.408747,0.0,0.0,0.0,0.0,-0.195375,0.0,0.047954,0.0,0.0,-0.096985,0.0,0.051567,0.0,30-39,static,Assistant Sub-Inspector,group centre,0
0.3833,0.29363,0.285849,0.300616,0.0,0.0,0.0,0.138889,0.2758,0.312543,0.379868,0.350477,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.277671,0.32712,0.313892,0.31806,0.169686,0.11879,0.13875,0.244653,0.277857,0.305607,0.31692,0.319324,0.0,0.0,0.0,0.0,0.082684,-0.138889,-0.074677,0.0,-0.077778,-0.040389,-0.074967,-0.041467,0.0,30-39,static,Assistant Sub-Inspector,election duty,0
0.5492,0.366477,0.384498,0.399238,0.142857,0.8,0.366667,0.183333,0.412714,0.34348,0.354343,0.358403,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.427557,0.354783,0.33391,0.340771,0.0,0.0,0.0,0.0,0.3596,0.350533,0.339878,0.338989,0.0,0.0,0.0,0.0,0.149962,-0.040476,0.054311,0.0,0.0,0.086787,0.0,0.020611,0.0,40-plus,static,Assistant Commandant,group centre,0
0.357214,0.435537,0.42102,0.419708,0.0,0.0,0.0,0.183333,0.429943,0.30039,0.367894,0.368437,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.4392,0.322477,0.349194,0.362464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062494,-0.183333,0.061506,0.0,0.0,0.076736,0.0,0.0,0.0,under-30,static,Head Constable,law and order deployment,0
0.421714,0.42304,0.406174,0.381906,0.0,0.0,0.0,0.0,0.408114,0.464167,0.461612,0.406946,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.410514,0.4108,0.465383,0.439221,0.484457,0.50772,0.50068,0.472681,0.3912,0.355897,0.386327,0.3721,0.0,0.0,0.0,0.0,0.039809,0.0,0.001169,0.0,0.0,-0.028706,0.011776,0.0191,0.0,under-30,static,Constable,left-wing extremism area,0
0.411514,0.371263,0.322233,0.346753,0.0,0.0,0.0,0.161111,0.1542,0.17421,0.319436,0.338065,0.75,0.75,0.75,0.75,0.0,0.066667,0.155556,0.077778,0.4663,0.39325,0.383679,0.339995,0.2911,0.35494,0.315873,0.26217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064761,-0.161111,-0.183865,0.0,-0.077778,0.126305,0.02893,0.0,0.0,40-plus,static,Sub-Inspector,left-wing extremism area,0
0.43,0.379853,0.414587,0.400144,0.0,0.0,0.0,0.2,0.2964,0.396517,0.398098,0.407122,0.75,0.75,0.75,0.75,0.0,0.0,0.044444,0.077778,0.5477,0.538313,0.446038,0.422634,0.463,0.463,0.470458,0.455061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029856,-0.2,-0.110722,0.0,-0.077778,0.125066,0.007939,0.0,0.0,40-plus,static,Inspector,group centre,0
0.491286,0.522013,0.513772,0.516341,0.0,0.0,0.0,0.25,0.408129,0.57142,0.477692,0.475438,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.602543,0.53634,0.527262,0.491098,0.609871,0.61204,0.595249,0.559774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025055,-0.25,-0.067309,0.0,0.0,0.111445,0.050097,0.0,0.0,30-39,static,Head Constable,law and order deployment,1
0.379114,0.358707,0.346818,0.3548,0.0,0.0,0.0,0.172222,0.2963,0.38315,0.324894,0.324735,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.309014,0.31119,0.319523,0.325386,0.3668,0.40334,0.342174,0.332792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024314,-0.172222,-0.028435,0.0,0.0,-0.016372,0.034008,0.0,0.0,30-39,static,Sub-Inspector,group centre,0
0.2839,0.386117,0.387299,0.362617,0.0,0.0,0.0,0.116667,0.374743,0.36267,0.367849,0.404311,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.312371,0.33784,0.419132,0.393422,0.0,0.0,0.0,0.0,0.444414,0.406373,0.398274,0.395396,0.0,0.0,0.0,0.0,-0.078717,-0.116667,-0.029568,0.0,0.0,-0.081051,0.0,0.049019,0.0,30-39,static,Head Constable,election duty,0
0.431729,0.385927,0.388503,0.374461,0.0,0.0,0.0,0.0,0.446514,0.472363,0.437102,0.405345,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.077778,0.4351,0.357957,0.376989,0.374526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057267,0.0,0.041169,0.0,-0.077778,0.060574,0.0,0.0,0.0,40-plus,static,Sub-Inspector,left-wing extremism area,0
0.2443,0.28007,0.355994,0.360784,0.0,0.0,0.0,0.016667,0.4148,0.351097,0.381811,0.36218,0.75,0.75,0.75,0.75,0.0,0.0,0.155556,0.105556,0.273457,0.311083,0.362169,0.365961,0.5236,0.442343,0.318089,0.345156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.116484,-0.016667,0.05262,0.0,-0.105556,-0.092503,0.178444,0.0,0.0,40-plus,static,Assistant Commandant,law and order deployment,0
0.408729,0.39205,0.382288,0.371885,0.0,0.166667,0.355556,0.177778,0.4286,0.316807,0.344319,0.375657,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.5421,0.346927,0.32062,0.332547,0.241371,0.22248,0.250152,0.275775,0.3688,0.324547,0.357987,0.356492,0.0,0.0,0.0,0.0,0.036844,-0.177778,0.052943,0.0,0.0,0.209553,-0.034404,0.012308,0.0,under-30,static,Constable,election duty,0
0.409943,0.427787,0.427693,0.415071,0.0,0.0,0.422222,0.211111,0.5524,0.411077,0.348899,0.385936,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.309086,0.358,0.38854,0.387415,0.0,0.0,0.0,0.0,0.4311,0.36642,0.378387,0.381325,0.0,0.0,0.0,0.0,-0.005128,-0.211111,0.166464,0.0,0.0,-0.078329,0.0,0.049775,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.2828,0.286423,0.35134,0.368264,0.0,0.0,0.0,0.0,0.5592,0.485293,0.40339,0.382447,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.3905,0.277763,0.366358,0.355449,0.2109,0.2109,0.2109,0.273786,0.288643,0.31715,0.342806,0.343301,0.0,0.0,0.0,0.0,-0.085464,0.0,0.176753,0.0,0.0,0.035051,-0.062886,-0.054658,0.0,under-30,static,Head Constable,left-wing extremism area,0
0.354457,0.33589,0.342838,0.360617,0.0,0.0,0.155556,0.188889,0.2843,0.283313,0.344216,0.358942,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2828,0.39131,0.357413,0.338613,0.2648,0.2648,0.30503,0.366776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00616,-0.188889,-0.074642,0.0,0.0,-0.055813,-0.101976,0.0,0.0,30-39,static,Assistant Sub-Inspector,law and order deployment,0
0.2979,0.382317,0.413329,0.396099,0.0,0.0,0.0,0.0,0.336943,0.44465,0.443696,0.400778,0.25,0.25,0.25,0.25,0.0,0.0,0.022222,0.077778,0.251429,0.33902,0.344514,0.36667,0.4102,0.4102,0.344613,0.398276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098199,0.0,-0.063835,0.0,-0.077778,-0.115241,0.011924,0.0,0.0,under-30,static,Constable,internal security duty,0
0.2113,0.326327,0.366116,0.386689,0.0,0.0,0.266667,0.205556,0.307271,0.40547,0.42132,0.408201,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.512357,0.450437,0.451804,0.427943,0.3926,0.3926,0.462182,0.436551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175389,-0.205556,-0.10093,0.0,0.0,0.084414,-0.043951,0.0,0.0,40-plus,static,Assistant Commandant,election duty,0
0.2313,0.34512,0.311157,0.341442,0.0,0.0,0.333333,0.166667,0.239571,0.30625,0.302429,0.298787,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.381143,0.393083,0.40071,0.371862,0.4337,0.4337,0.320436,0.311015,0.368771,0.30252,0.321947,0.331641,0.0,0.0,0.0,0.0,-0.110142,-0.166667,-0.059216,0.0,0.0,0.009281,0.122685,0.03713,0.0,40-plus,static,Sub-Inspector,election duty,0
0.462486,0.434697,0.426256,0.428199,0.0,0.0,0.0,0.0,0.4472,0.418213,0.389156,0.393503,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.4993,0.404007,0.362068,0.386825,0.3425,0.3425,0.316705,0.316705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034286,0.0,0.053697,0.0,-0.077778,0.112475,0.025795,0.0,0.0,40-plus,static,Assistant Commandant,law and order deployment,0
